98048,7122,105170
37680,50636,88316
84011,15264,99275
44919,35814,80733
2115,93424,95539
43228,19805,63033
11452,67956,79408
70989,19461,90450
65031,79877,144908
62314,22387,84701
43579,67937,111516
70477,764,71241
10349,21356,31705
91954,90623,182577
88336,99418,187754
63578,43035,106613
77794,27904,105698
36226,47697,83923
17913,18200,36113
49829,68386,118215
67254,62172,129426
46244,71691,117935
69768,50657,120425
10633,67247,77880
86851,98683,185534
39092,57055,96147
9166,37060,46226
82282,81496,163778
23446,6172,29618
44871,98774,143645
73882,42883,116765
82494,34345,116839
95573,80944,176517
68253,86515,154768
75259,37600,112859
3690,67040,70730
60393,48332,108725
91720,85975,177695
40253,16199,56452
6844,40144,46988
71849,24353,96202
56740,46803,103543
78442,92086,170528
20108,57250,77358
14725,61612,76337
46535,4534,51069
71265,46791,118056
88840,4412,93252
95081,13136,108217
7076,31586,38662
65110,33943,99053
56709,61646,118355
30110,37952,68062
90344,38711,129055
80403,89481,169884
17593,23906,41499
67509,39544,107053
52867,16702,69569
50025,65756,115781
59649,43626,103275
26724,95628,122352
7857,32967,40824
31194,54846,86040
32177,18593,50770
98162,3533,101695
9694,37070,46764
31202,66065,97267
92103,67855,159958
27710,27612,55322
83054,37368,120422
23367,98062,121429
70590,55334,125924
94875,34137,129012
51351,71294,122645
34681,70536,105217
58289,68037,126326
89024,37329,126353
57388,57667,115055
3548,17525,21073
73810,38396,112206
3591,74346,77937
44787,57696,102483
79125,45224,124349
64344,93511,157855
57519,80091,137610
82557,88435,170992
52055,69743,121798
66154,23670,89824
55524,93798,149322
64861,22994,87855
65427,34775,100202
85066,32635,117701
86367,87469,173836
64890,75660,140550
98106,71609,169715
48638,54366,103004
35000,50268,85268
66301,51199,117500
70812,43343,114155
46285,52413,98698
6438,63649,70087
99423,43485,142908
12633,53096,65729
35381,3381,38762
23765,34791,58556
26653,81975,108628
14344,81156,95500
91698,18117,109815
78673,68799,147472
83506,19974,103480
61364,93869,155233
80242,78102,158344
68675,65884,134559
40867,28195,69062
84870,33982,118852
33003,63822,96825
30356,3411,33767
25725,39856,65581
4465,84463,88928
77156,46215,123371
33967,80664,114631
34409,29011,63420
38858,6161,45019
77800,9184,86984
66517,44798,111315
83211,34506,117717
55737,44500,100237
23721,64958,88679
24200,36503,60703
21504,73381,94885
28455,5812,34267
98849,3815,102664
36207,16829,53036
58682,30589,89271
11386,98492,109878
81205,26080,107285
92362,2895,95257
8827,38792,47619
76769,76468,153237
39882,13990,53872
9226,4498,13724
59793,65904,125697
86857,3648,90505
55463,26329,81792
28757,83374,112131
8968,4199,13167
15550,18566,34116
84698,15835,100533
48551,90564,139115
2548,75568,78116
6260,39455,45715
57376,49567,106943
15283,55797,71080
81526,38282,119808
62302,96379,158681
83977,69992,153969
83634,17490,101124
21983,6968,28951
83839,88231,172070
93631,45249,138880
12490,90787,103277
3486,25188,28674
27423,68464,95887
5651,20880,26531
83745,95373,179118
56206,27615,83821
48197,36706,84903
59479,9099,68578
91536,37144,128680
9484,54362,63846
32103,45291,77394
25555,41954,67509
22272,75911,98183
82727,74828,157555
23283,35694,58977
48275,87298,135573
61834,27033,88867
64037,93722,157759
70259,70526,140785
75624,55392,131016
28118,51810,79928
51996,29924,81920
37853,26714,64567
27091,57023,84114
7348,63538,70886
28231,6429,34660
31919,65511,97430
15442,61729,77171
79574,97909,177483
71736,33464,105200
72768,52312,125080
98678,76646,175324
7057,61688,68745
34676,76291,110967
15181,38517,53698
5887,77666,83553
35097,66240,101337
35318,84703,120021
58784,39789,98573
67607,43863,111470
87461,27008,114469
62035,74357,136392
47472,47541,95013
44377,28550,72927
46616,47608,94224
86410,89482,175892
92608,52041,144649
77661,80586,158247
49015,39869,88884
8411,40519,48930
64348,38271,102619
6413,23593,30006
25734,17753,43487
6261,54099,60360
11365,96909,108274
87770,5195,92965
59330,57921,117251
9295,28863,38158
52574,89934,142508
38483,30323,68806
40964,24513,65477
73964,83230,157194
4377,73272,77649
37769,95281,133050
7126,36788,43914
74257,1556,75813
23457,8531,31988
78316,57206,135522
39039,75409,114448
75923,70592,146515
12876,5711,18587
92508,70233,162741
3354,99310,102664
38782,34920,73702
63201,73548,136749
80909,84556,165465
66786,16038,82824
94688,52046,146734
82048,55175,137223
2180,49518,51698
1817,99150,100967
63638,75899,139537
91658,1809,93467
80575,46867,127442
63952,58811,122763
59747,74304,134051
36523,946,37469
75054,50017,125071
9958,83973,93931
98314,44826,143140
361,23255,23616
46001,82092,128093
342,81553,81895
20945,89765,110710
10676,51094,61770
98091,68085,166176
92079,75836,167915
82246,16087,98333
17462,93839,111301
70060,41314,111374
48083,34608,82691
91276,58766,150042
43887,30585,74472
86923,61803,148726
15917,44007,59924
72727,89620,162347
4525,85920,90445
43562,46824,90386
67641,96753,164394
26042,11705,37747
35365,65055,100420
63245,20340,83585
52876,81768,134644
42911,40998,83909
46015,65062,111077
18647,99707,118354
41716,98766,140482
93608,21863,115471
38676,58172,96848
67527,92240,159767
10080,56188,66268
42820,81035,123855
75545,56942,132487
79490,68917,148407
87920,77506,165426
90262,68876,159138
75419,42131,117550
34754,12334,47088
7100,38583,45683
21781,71521,93302
99844,93443,193287
60318,37413,97731
4836,96099,100935
2280,37060,39340
8235,268,8503
64727,54841,119568
28607,81309,109916
84254,30362,114616
2041,83824,85865
88362,20241,108603
61960,41254,103214
7506,15487,22993
30001,76192,106193
96852,23826,120678
86203,4743,90946
43293,60694,103987
73693,20590,94283
65658,70582,136240
82477,79557,162034
91672,70676,162348
61380,78511,139891
81667,5289,86956
46637,30029,76666
97717,18391,116108
86345,66456,152801
67605,63574,131179
91177,99299,190476
3815,96765,100580
33742,76618,110360
44879,97602,142481
7041,98651,105692
29061,58689,87750
31282,77272,108554
78770,83003,161773
82219,87897,170116
50429,62078,112507
36566,40005,76571
71010,12486,83496
16969,70810,87779
935,1072,2007
21554,46503,68057
27025,24892,51917
95206,55143,150349
87096,333,87429
92620,56514,149134
86146,86738,172884
4402,56075,60477
52821,91521,144342
75250,52145,127395
10795,28858,39653
74802,44343,119145
18814,34156,52970
24858,59996,84854
25922,74766,100688
16012,99940,115952
96797,84220,181017
942,38394,39336
37245,78019,115264
11948,69705,81653
57500,64338,121838
74084,15746,89830
10622,45787,56409
84198,22859,107057
84603,16645,101248
80053,28364,108417
23588,30465,54053
51465,57419,108884
59118,19763,78881
74957,56331,131288
61608,5163,66771
41727,60234,101961
96453,41008,137461
89224,27267,116491
7388,16413,23801
77515,20168,97683
31240,57871,89111
19469,59769,79238
12861,69053,81914
36997,43667,80664
17650,51728,69378
41072,31453,72525
15549,39288,54837
66175,20196,86371
71259,28468,99727
58529,40617,99146
